Topology,N_Stage1,N_Stage2,Total_Elements,P1_bar,P2_bar,Overall_Recovery_Pct,Permeate_Flow_m3_h,Permeate_TDS_mg_L,Concentrate_TDS_mg_L,Overall_Salt_Rejection_Pct,Average_Flux_LMH,System_SEC_kWh_m3,Max_Element_Recovery_Pct,Max_Polarization_Modulus,Feasible,Near_70_Pct_Target
Permeate Polishing (B),6,1,21,25.0,25.0,32.43584304277342,9.730752912832026,0.03249518119622169,3020.8168825463754,99.99840787941224,12.523491522306339,4.974654313007645,73.368159432906,1.6318859185905203,False,False
Permeate Polishing (B),6,2,24,25.0,25.0,64.82781816724383,19.44834545017315,0.046414675828812986,5802.795857485243,99.99772588555469,21.90128992136616,2.489010289880498,73.368159432906,1.631798549803696,False,False
Permeate Polishing (B),3,1,12,25.0,30.0,39.284902250609676,11.785470675182903,0.008769000597009791,3361.5964245518853,99.99957035763856,26.543852872033565,4.0766364065616845,47.97095276440782,1.8085078252130373,False,False
Permeate Polishing (B),4,1,15,25.0,30.0,39.2753925513451,11.782617765403531,0.013743883695644747,3361.0667697794,99.99932661030398,21.229941919646002,4.397767239535634,63.29264566907873,1.8082776919401606,False,False
Permeate Polishing (B),4,2,18,25.0,30.0,78.48976445716738,23.546929337150214,0.029721263005762,9488.397594654622,99.99854378917169,35.3557497554808,2.2005931076078653,71.480315797396,1.8082112899739007,False,False
Permeate Polishing (B),5,1,18,25.0,30.0,39.25982112568539,11.777946337705616,0.0218950890411798,3360.1998575777775,99.99892723718563,17.684604110669092,4.502964718707261,64.85839220248526,1.8079194666944858,False,False
Permeate Polishing (B),5,2,21,25.0,30.0,78.44580820639185,23.53374246191755,0.04124597759356852,9469.005675567787,99.99797912897631,30.287956836444724,2.2536014789546734,64.85839220248526,1.8078193595265613,False,False
Permeate Polishing (B),6,1,21,25.0,30.0,39.241532540806254,11.772459762241876,0.031476911818751084,3359.1822396576467,99.99845777012158,15.15117086517616,4.526597633898762,73.368159432906,1.807503888095162,False,False
Permeate Polishing (B),6,2,24,25.0,30.0,78.3822490158217,23.51467470474651,0.05793316715707261,9441.105100037474,99.99716153027158,26.480489532372196,2.2662098954818144,73.368159432906,1.8073617367609196,False,False
Permeate Polishing (B),3,1,12,25.0,35.0,46.095743604022985,13.828723081206896,0.009108777482826137,3786.335138821449,99.99955371006943,31.145772705420935,3.761921107178114,47.97095276440782,2.0032445302026725,False,False
Permeate Polishing (B),3,2,15,25.0,35.0,76.32711625373145,22.898134876119435,1.222921475381602,8617.735807642614,99.94008224030468,41.257900677692675,2.2719127791830744,99.72523637337117,2.0031607413505075,False,False
Permeate Polishing (B),4,1,15,25.0,35.0,46.084962772226106,13.825488831667831,0.013915364871030964,3785.5739178788467,99.99931820848256,24.910790687689786,4.08270277558414,63.29264566907873,2.0029590596306277,False,False
Permeate Polishing (B),5,1,18,25.0,35.0,46.06674102102758,13.820022306308275,0.02204456884464909,3784.287994874008,99.99891991333442,20.750784243706118,4.187692552290342,64.85839220248526,2.002513294324391,False,False
Permeate Polishing (B),5,2,21,25.0,35.0,91.40287329748602,27.42086198924581,0.1863841466883062,23738.508342999907,99.9908679986924,35.29068467084403,2.1105829753751415,95.23813005978641,2.002354234447061,False,False
Permeate Polishing (B),6,1,21,25.0,35.0,46.04521580150439,13.813564740451318,0.031655826633236815,3782.770062609615,99.9984490040846,17.778075599036445,4.2111682361676035,73.368159432906,2.0019957368378676,False,False
Permeate Polishing (B),6,2,24,25.0,35.0,91.400160450703,27.4200481352109,0.18699925712215426,23731.013476243043,99.99083786099352,30.878432584696963,2.1214858842109012,92.75381653750603,2.0017701814438085,False,False
Permeate Polishing (B),3,1,12,30.0,15.0,18.845635988467297,5.653690796540189,0.013626435878454664,2514.9570905656456,99.99933236472913,12.73353783004547,7.587527424718177,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),3,2,15,30.0,15.0,37.68705386782265,11.306116160346793,0.015926632245546694,3275.3931958091,99.9992196652501,20.37138046909332,3.794188327913804,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),4,1,15,30.0,15.0,18.834464062864605,5.650339218859382,0.025816726516219305,2514.608095656166,99.99873509424222,10.180791385332219,7.7658400622372445,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),4,2,18,30.0,15.0,37.66181961300193,11.29854588390058,0.029698000219731225,3274.059015714259,99.99854492894563,16.96478360946033,3.8836529162193383,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),5,1,18,30.0,15.0,18.82061765378974,5.646185296136922,0.04094537421610295,2514.1756870276945,99.99799385721626,8.47775569990529,7.798131307444357,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),5,2,21,30.0,15.0,37.63017043686562,11.289051131059685,0.04699636340134628,3272.3871934303597,99.99769738542864,14.529023334697149,3.900212144871765,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),6,1,21,30.0,15.0,18.805870110885234,5.6417610332655705,0.057083104564525276,2513.7152991390385,99.99720317959017,7.2609537107665,7.797911007219037,80.47976368025489,1.6215636610417894,False,False
Permeate Polishing (B),6,2,24,30.0,15.0,37.59629168427699,11.278887505283096,0.06554561113599286,3270.5994761638467,99.99678855408447,12.701449893336822,3.9005576073698776,80.47976368025489,1.6215636610417894,False,False
Permeate Polishing (B),3,1,12,30.0,20.0,25.658071579711933,7.69742147391358,0.011670536266524872,2745.418432014281,99.99942819518537,17.33653485115671,6.162923341028999,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),3,2,15,30.0,20.0,51.30760064212277,15.392280192636834,0.015091922619967866,4191.60337878571,99.99926056234101,27.733838184931233,3.0819747219786793,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),4,1,15,30.0,20.0,25.645175341820416,7.693552602546124,0.022004223684277558,2744.938699487241,99.99892189006935,13.862256941524548,6.339307571344653,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),4,2,18,30.0,20.0,51.27649212744036,15.382947638232109,0.02756091123574954,4188.914051652206,99.99864963688213,23.097518976324487,3.1705104516278597,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),5,1,18,30.0,20.0,25.62913653783739,7.688740961351216,0.03487054230511508,2744.3422974636933,99.9982914971923,11.544656098124948,6.3697691335696,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),5,2,21,30.0,20.0,51.23681399777003,15.371044199331006,0.04348676538989649,4185.488861768727,99.99786934025528,19.782553667092674,3.186218464830046,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),6,1,21,30.0,20.0,25.612027886453646,7.683608365936094,0.04861285435783262,2743.706396709951,99.99761818449986,9.88881385577361,6.367709141129131,80.47976368025489,1.6215636610417894,False,False
Permeate Polishing (B),6,2,24,30.0,20.0,51.194071891370044,15.358221567411013,0.06067004653871891,4181.805406896607,99.99702743525043,17.295294557895282,3.18571932393832,80.47976368025489,1.6215636610417894,False,False
Permeate Polishing (B),3,1,12,30.0,25.0,32.47007166468368,9.741021499405104,0.010810950729115356,3022.358441641001,99.99947031108628,21.939237611272755,5.336165510792549,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),3,2,15,30.0,25.0,64.9219820030995,19.47659460092985,0.01655919984348757,5818.42808114073,99.99918867222716,35.09296324491865,2.6688291269631206,62.85555245356412,1.6781107452745736,False,False
Permeate Polishing (B),4,1,15,30.0,25.0,32.455139778840234,9.73654193365207,0.020264849931818835,3021.685760147959,99.99900711171328,17.5433187993731,5.511603834539308,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),4,2,18,30.0,25.0,64.88298119343293,19.464894358029877,0.028914237974686192,5811.943350950788,99.99858332983955,29.226568105149966,2.75696137207811,67.99658692227304,1.6643696001414185,False,False
Permeate Polishing (B),5,1,18,30.0,25.0,32.436489220299514,9.730946766089854,0.03208539638730155,3020.8459700662497,99.99842795706088,14.611031180315095,5.541219849821879,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),5,2,21,30.0,25.0,64.83112448536555,19.449337345609663,0.04536490932705617,5803.343324326286,99.99777731948421,25.03132219512183,2.772398587142039,76.51707636931214,1.6460188159045404,False,False
Permeate Polishing (B),6,1,21,30.0,25.0,32.41655820794398,9.724967462383194,0.04473251674941888,3019.949036536898,99.99780830393192,12.51604564013281,5.538323516678906,80.47976368025489,1.631472868506492,False,False
Permeate Polishing (B),6,2,24,30.0,25.0,64.77456895524037,19.43237068657211,0.06333623128875833,5793.992901423465,99.9968968039545,21.88330032271634,2.771664706513222,80.47976368025489,1.6313542707168234,False,False
Permeate Polishing (B),3,1,12,30.0,30.0,39.28150108388578,11.784450325165734,0.010548002765760425,3361.4069731959644,99.99948319437698,26.54155478640931,4.796217549664434,62.85555245356412,1.8084162286535883,False,False
Permeate Polishing (B),3,2,15,30.0,30.0,78.50862551389775,23.552587654169326,0.024780114281501314,9496.742736453221,99.99878588367068,42.43709487237716,2.3997697532272304,74.97230170525577,1.808364048839971,False,False
Permeate Polishing (B),4,1,15,30.0,30.0,39.26414988005792,11.779244964017376,0.01962845850063178,3360.4408088831424,99.99903829208718,21.223864800031308,4.971127404884968,67.99658692227304,1.8080146596267777,False,False
Permeate Polishing (B),4,2,18,30.0,30.0,78.46565057641949,23.539695172925846,0.03604198671741781,9477.749614231387,99.9982341015817,35.344887647035804,2.4875482464542826,67.99658692227304,1.8079260788930986,False,False
Permeate Polishing (B),5,1,18,30.0,30.0,39.24235706324057,11.772707118972171,0.031044732739389756,3359.2281047497563,99.99847894499072,17.676737415874133,5.000304968866538,76.51707636931214,1.8075181195555445,False,False
Permeate Polishing (B),5,2,21,30.0,30.0,78.39126484359194,23.517379453077584,0.055564453749036256,9445.052787907658,99.99727758678348,30.266897623008475,2.503132886104936,76.51707636931214,1.8073800919899206,False,False
Permeate Polishing (B),6,1,21,30.0,30.0,39.21901565307745,11.765704695923235,0.043286316944370073,3357.9301906056094,99.99787916134521,15.14247708613029,4.996984905073476,80.47976368025489,1.806989952451949,False,False
Permeate Polishing (B),6,2,24,30.0,30.0,78.30700680658576,23.49210204197573,0.07772269799454665,9408.287364886093,99.99619193052453,26.455069867089787,2.502672968899462,80.47976368025489,1.8067972537964185,False,False
Permeate Polishing (B),3,1,12,30.0,35.0,46.092157088319595,13.82764712649588,0.010707560464977634,3786.0818656726137,99.99947537675331,31.14334938399973,4.4159263974417735,62.85555245356412,2.003131646731343,False,False
Permeate Polishing (B),4,1,15,30.0,35.0,46.07191010873251,13.821573032619753,0.019737849104766347,3784.652693078969,99.99903293242994,24.903735193909466,4.590526193548934,67.99658692227304,2.00263215161279,False,False
Permeate Polishing (B),4,2,18,30.0,35.0,91.69170985460948,27.507512956382843,0.1211016321350997,24564.48828974909,99.99406655403553,41.302572006580846,2.3065805019485777,93.08835389607528,2.002491610492697,False,False
Permeate Polishing (B),5,1,18,30.0,35.0,46.04628961129943,13.813886883389829,0.031176145269040438,3782.8457576650717,99.99847250635624,20.741571896981725,4.61947726725106,76.51707636931214,2.00201388622244,False,False
Permeate Polishing (B),5,2,21,30.0,35.0,91.60223259821468,27.480669779464407,0.14128116753403808,24302.537634733915,99.99307784578471,35.36765737382807,2.3221026613362485,89.9630938799212,2.001795247811225,False,False
Permeate Polishing (B),6,1,21,30.0,35.0,46.01877010592971,13.805631031778914,0.04347644272569163,3780.906801643601,99.99786984602031,17.76786490576437,4.615948476648201,80.47976368025489,2.001355967529961,False,False
Permeate Polishing (B),6,2,24,30.0,35.0,91.35865967219823,27.407597901659468,0.19641369080158796,23616.94461354262,99.99037659525715,30.86441205141832,2.325124651892552,89.90801620425769,2.0010506842649667,False,False
Permeate Polishing (B),3,1,12,35.0,15.0,18.84099522247326,5.652298566741979,0.018688470633399498,2514.81210803524,99.9990843473477,12.7304021773468,8.661351855704822,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),3,2,15,35.0,15.0,37.67676308307255,11.303028924921765,0.02154050813983354,3274.8489731916247,99.99894461008624,20.365817882741922,4.33127677591847,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),4,1,15,35.0,15.0,18.825637927168685,5.647691378150606,0.03545762970693655,2514.332447779254,99.99826273249843,10.176020501172264,8.737904121120579,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),4,2,18,35.0,15.0,37.64180036705508,11.292540110116525,0.040636458507368335,3273.0013305694056,99.9980089927238,16.955765931105894,4.37005184721457,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),5,1,18,35.0,15.0,18.808646073837355,5.642593822151207,0.054043530085049106,2513.801946202087,99.99735210533636,8.472363096323134,8.742521797660727,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),5,2,21,35.0,15.0,37.60286132677354,11.280858398032064,0.06194599724213599,3270.945991964706,99.9969649192924,14.518479276746543,4.372938454232202,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),3,1,12,35.0,20.0,25.65274292236713,7.695822876710139,0.01593910169578092,2745.220188892812,99.99921905430202,17.332934407004817,6.991030577706159,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),3,2,15,35.0,20.0,51.29524746801233,15.388574240403699,0.0200415407414929,4190.535037215569,99.99901805287891,27.727160793520177,3.496212983164562,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),4,1,15,35.0,20.0,25.634975382375657,7.690492614712697,0.030184761138338134,2744.559384789342,99.99852107980703,13.856743449932786,7.065147117733814,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),4,2,18,35.0,20.0,51.2516357935102,15.375490738053058,0.03753476512960483,4186.767691678087,99.99816096202207,23.086322429509096,3.5338359377575723,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),5,1,18,35.0,20.0,25.615277764968315,7.684583329490494,0.04600101741176787,2743.8271669049896,99.99774615299305,11.538413407643384,7.067314468659519,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),5,2,21,35.0,20.0,51.202657983673085,15.360797395101924,0.0572159431064228,4182.544826383082,99.99719667108738,19.769366016862193,3.535582532157182,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),3,1,12,35.0,25.0,32.463942860259,9.739182858077701,0.014690258961164071,3022.0823029979933,99.99928024208911,21.935096527202028,6.021749491508116,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),3,2,15,35.0,25.0,64.90754019778163,19.472262059334486,0.021132477804696584,5816.025137398471,99.99896460177341,35.085156863665745,3.0118185162375717,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),4,1,15,35.0,25.0,32.44331200440401,9.732993601321201,0.02775960430458219,3021.15312994328,99.99863990179792,17.536925407785947,6.094726876792509,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),4,2,18,35.0,25.0,64.85111581612054,19.45533474483616,0.039019878587265966,5806.655723396791,99.9980881980114,29.212214331585827,3.0490319735756053,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),5,1,18,35.0,25.0,32.420385379918756,9.726115613975628,0.04230279836286598,3020.1212255259984,99.99792734941877,14.603777198161604,6.095777262770844,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),5,2,21,35.0,25.0,64.78668477791251,19.43600543337375,0.05948361592019944,5795.993503210596,99.99708556511905,25.014164006916022,3.050433105608662,82.34737717293369,1.7791389838527194,False,False
Permeate Polishing (B),3,1,12,35.0,30.0,39.27444066196229,11.782332198588685,0.014241985652674899,3361.013762225396,99.99930220550452,26.5367842310556,5.388755360554339,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),3,2,15,35.0,30.0,78.50098601334781,23.550295804004346,0.0267811958230445,9493.360847917807,99.99868783949911,42.43296541262044,2.6960215839064308,71.79879985773215,1.8365052364200756,False,False
Permeate Polishing (B),4,1,15,35.0,30.0,39.250377111966486,11.775113133589947,0.026841916551409415,3359.674294947047,99.99868486445118,21.216420060522427,5.4611291566289974,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),4,2,18,35.0,30.0,78.42268393207986,23.52680517962396,0.047314025115100605,9458.835791472737,99.99768182140544,35.32553330273868,2.73328287310963,75.97591898926225,1.8128150865168324,False,False
Permeate Polishing (B),5,1,18,35.0,30.0,39.22355684768083,11.767067054304249,0.040903510540527654,3358.182628544311,99.99799590835177,17.66826885030668,5.461607517216469,82.34737717293369,1.807088807866725,False,False
Permeate Polishing (B),5,2,21,35.0,30.0,78.32828572885899,23.498485718657694,0.07212225106152562,9417.545295874084,99.9964663277285,30.242581362493816,2.7349465258670067,82.34737717293369,1.806908673479775,False,False
Permeate Polishing (B),3,1,12,35.0,35.0,46.08401502460106,13.825204507380317,0.01433802160530008,3785.507013171037,99.99929750016634,31.137847989595308,4.942949822560602,71.79879985773215,2.0029238524174318,False,False
Permeate Polishing (B),3,2,15,35.0,35.0,91.65064326818407,27.49519298045522,0.13035836326381506,24443.56602880033,99.99361301502871,49.54088825307247,2.4854268968105333,95.6227374291239,2.002820454079115,False,False
Permeate Polishing (B),4,1,15,35.0,35.0,46.05578974632364,13.816736923897091,0.026933316138194795,3783.5155729422363,99.99868038627446,24.895021484499264,5.01499666679189,75.97591898926225,2.002237768064782,False,False
Permeate Polishing (B),4,2,18,35.0,35.0,91.74629348934059,27.523888046802178,0.10881087925161355,24727.07464719781,99.99466874672946,41.3271592294327,2.517481887059732,88.37609060783053,2.002050604662836,False,False
Permeate Polishing (B),5,1,18,35.0,35.0,46.02421234176983,13.80726370253095,0.041042778689112006,3781.290091230709,99.9979890848266,20.7316271809774,5.015184096998913,82.34737717293369,2.001479475369581,False,False
Permeate Polishing (B),5,2,21,35.0,35.0,91.50924451826671,27.452773355480012,0.16229430423840216,24036.15897429752,99.9920482947458,35.331754640257415,2.5223669917553506,88.02759494295202,2.0011944294541064,False,False
